Company,TypeName,Inches,Touchscreen,Ips,X_res,Y_res,ppi,Cpu_brand,Cpu_freq,Ram,HDD,SSD,Gpu_brand,OpSys,Weight,Price
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.1,4.0,1000,0,Intel,No OS,2.2,17155.627200000003
Dell,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,Nvidia,Windows 10,2.65,53226.72
Dell,Notebook,15.6,1,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,2000,0,Intel,Windows 10,2.36,29696.6736
Dell,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.6,8.0,0,256,Intel,Windows 10,1.36,76030.56
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,500,0,Intel,Windows 10,1.86,23389.92
Asus,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,2.0,50349.6
Lenovo,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i5,2.5,6.0,1000,128,Nvidia,Windows 10,2.8,38308.32
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,Intel,Windows 10,1.86,34045.92
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,8.0,0,256,Nvidia,No OS,2.2,26586.72
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.6,8.0,2000,0,Intel,Windows 10,2.04,20725.92
Dell,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i5,1.6,8.0,1000,128,AMD,Windows 10,2.8,57808.8
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,128,Nvidia,No OS,2.4,43103.52
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,256,AMD,Windows 10,2.33,47898.72
HP,Ultrabook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.36,93240.0
Asus,2 in 1 Convertible,15.6,1,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,12.0,2000,512,Nvidia,Windows 10,2.26,58554.72
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,AMD Processor,3.0,4.0,0,128,AMD,Windows 10,2.1,22697.28
Asus,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,AMD Processor,3.0,16.0,1000,256,AMD,Windows 10,3.25,117162.72
Lenovo,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,AMD Processor,2.2,4.0,0,128,AMD,Windows 10,2.6,26053.92
Dell,2 in 1 Convertible,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i7,1.8,8.0,0,256,Intel,Windows 10,1.62,46300.85279999999
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,AMD Processor,3.0,4.0,0,256,AMD,Windows 10,1.91,26053.3872
Lenovo,Netbook,11.6,0,1,1366.0,768.0,135.0942111925629,Other Intel Processor,1.1,4.0,0,128,Intel,Windows 10,1.59,29463.84
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.6,4.0,500,0,Intel,Windows 10,1.8,16463.52
Asus,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,1.1,4.0,0,0,Intel,Windows 10,1.5,15238.08
Acer,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,0,Nvidia,Linux,2.4,45074.88
HP,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,3.35,63456.48
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,0,128,Intel,No OS,1.85,21498.48
Asus,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,2.3,88178.4
Lenovo,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,1.5,58554.72
Asus,Ultrabook,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i7,2.7,16.0,0,512,Intel,Windows 10,1.1,93181.392
Lenovo,Ultrabook,14.0,0,1,2560.0,1440.0,209.8006828649808,Intel Core i7,2.7,8.0,0,512,Intel,Windows 10,1.13,121584.96
Lenovo,Notebook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i3,2.4,4.0,0,128,Intel,Windows 10,1.5,29250.72
Dell,Workstation,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.6,8.0,500,0,AMD,Windows 10,2.23,72940.31999999999
Dell,Workstation,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,256,Nvidia,Windows 10,2.0,113752.8
Lenovo,2 in 1 Convertible,14.0,1,0,2560.0,1440.0,209.8006828649808,Intel Core i7,2.7,16.0,0,512,Intel,Windows 10,1.42,133679.52
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,8.0,1000,0,Nvidia,Windows 10,3.0,55357.92
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,3.0,84768.48
Acer,Notebook,15.6,0,1,1366.0,768.0,100.45466986113651,Intel Core i5,1.6,12.0,1000,0,Nvidia,Windows 10,2.2,36975.7872
MSI,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,8.0,0,256,Nvidia,Windows 10,2.7,71874.72
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,256,AMD,Linux,2.33,41498.1936
HP,Ultrabook,15.6,0,0,1920.0,1080.0,141.21199808219862,AMD Processor,3.0,4.0,0,256,AMD,Windows 10,1.91,26586.72
Lenovo,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,0,256,AMD,Windows 10,2.1,65510.9568
Lenovo,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.9,49976.64
Dell,Workstation,15.6,1,0,3840.0,2160.0,282.42399616439724,Intel Core i7,2.8,8.0,0,256,Nvidia,Windows 10,1.78,144495.36
Lenovo,Ultrabook,14.0,0,1,2560.0,1440.0,209.8006828649808,Intel Core i7,2.7,16.0,0,1000,Intel,Windows 10,1.13,139860.0
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.1,4.0,1000,0,Intel,Windows 10,2.2,16303.68
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,2.9,81465.12
Lenovo,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,1000,256,AMD,Windows 10,2.1,60978.96
Acer,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,256,Nvidia,Linux,2.5,46833.12
MSI,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,2.8,119826.72
Asus,Ultrabook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,8.0,0,512,Intel,Windows 10,1.1,99793.44
Toshiba,Ultrabook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i7,2.5,16.0,0,512,Intel,Windows 10,1.2,93080.16
Dell,Ultrabook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.8,8.0,0,512,Intel,Windows 10,1.36,89510.4
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,500,0,Intel,Windows 10,2.2,21791.52
Lenovo,Notebook,11.6,0,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.1,2.0,0,0,Intel,Windows 10,1.15,16221.096
Lenovo,Workstation,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,512,Nvidia,Windows 10,2.67,102564.0
Lenovo,Ultrabook,14.0,0,1,2560.0,1440.0,209.8006828649808,Intel Core i7,2.8,8.0,0,512,Nvidia,Windows 10,1.7,103523.04
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,1000,0,AMD,Windows 10,2.1,24988.32
Acer,2 in 1 Convertible,13.3,1,1,1920.0,1080.0,165.6321180513006,Intel Core i7,2.5,8.0,0,256,Intel,Windows 10,1.6,42038.4528
Asus,2 in 1 Convertible,13.3,1,1,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.27,49443.84
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,4.0,0,256,AMD,Linux,2.3,31909.392
Dell,Notebook,13.3,0,0,1366.0,768.0,117.82653006268643,Intel Core i3,2.0,4.0,0,128,Intel,Windows 10,1.65,36709.92
HP,Ultrabook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.5,8.0,0,256,Intel,Windows 10,1.43,79920.0
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,1000,0,Intel,Windows 10,2.14,28768.536
Lenovo,Ultrabook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i7,1.8,8.0,0,256,AMD,Windows 10,1.75,64755.44640000001
Lenovo,2 in 1 Convertible,15.6,1,1,3840.0,2160.0,282.42399616439724,Intel Core i7,2.8,16.0,0,512,Nvidia,Windows 10,2.0,101178.72
Chuwi,Notebook,12.3,0,1,2736.0,1824.0,267.3384360344031,Other Intel Processor,1.1,6.0,0,0,Intel,Windows 10,1.4,23922.72
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.9,8.0,0,256,Intel,Windows 10,2.31,76030.56
Asus,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.4,8.0,1000,0,Nvidia,Linux,2.3,31808.16
Dell,Gaming,17.3,0,1,2560.0,1440.0,169.78089942830815,Intel Core i7,2.9,16.0,1000,256,Nvidia,Windows 10,4.42,149130.72
Dell,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,2.62,61751.52
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,2000,256,AMD,Windows 10,2.02,60867.072
Dell,Ultrabook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.8,8.0,0,256,Intel,Linux,1.6,58554.72
HP,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,12.0,1000,256,Nvidia,Windows 10,3.35,106506.72
Mediacom,2 in 1 Convertible,11.6,1,1,1920.0,1080.0,189.90579052433606,Other Intel Processor,1.1,4.0,0,32,Intel,Windows 10,1.16,15930.72
Samsung,Netbook,11.6,0,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.6,4.0,0,0,Intel,Chrome OS,1.15,14332.32
Lenovo,Notebook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.4,53812.8
Lenovo,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i3,2.7,4.0,0,128,Intel,Windows 10,1.7,31914.72
Lenovo,Workstation,15.6,0,1,3840.0,2160.0,282.42399616439724,Intel Core i7,2.8,16.0,0,512,Nvidia,Windows 10,2.3,130269.6
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.9,16.0,0,512,Nvidia,Windows 10,2.5,130482.72
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,AMD Processor,3.2,8.0,1000,256,AMD,Windows 10,3.2,90309.6
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.6,4.0,500,0,Intel,Windows 10,2.1,18488.16
Google,Ultrabook,12.3,1,0,2400.0,1600.0,234.50740003017813,Intel Core i7,1.3,16.0,0,512,Intel,Chrome OS,1.1,117162.72
Lenovo,Ultrabook,14.0,0,0,2560.0,1440.0,209.8006828649808,Intel Core i7,2.7,24.0,0,512,Intel,Windows 10,1.32,126912.96
Asus,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,4.0,0,256,Intel,Linux,2.0,29783.52
Lenovo,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,AMD Processor,2.5,8.0,1000,0,AMD,Windows 10,2.8,27652.32
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,4.0,0,256,AMD,Windows 10,2.2,39906.72
Lenovo,Ultrabook,12.5,0,1,1920.0,1080.0,176.23257360658386,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.36,76137.12
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Other Intel Processor,1.1,4.0,0,128,Intel,Windows 10,2.2,18594.72
HP,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,2.2,58554.72
Dell,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.8,8.0,0,256,Nvidia,Windows 10,1.64,62817.12
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,4.0,500,0,Intel,Linux,2.4,23539.104
Dell,Workstation,15.6,0,0,1920.0,1080.0,141.21199808219862,Other Intel Processor,3.0,8.0,1000,0,Nvidia,Windows 10,2.23,106187.04
MSI,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,2.2,54757.9872
Microsoft,Ultrabook,13.5,1,0,2256.0,1504.0,200.84255993695703,Intel Core i7,2.5,16.0,0,512,Intel,Windows 10 S,1.25,137941.91999999998
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,0,128,Intel,Windows 10,1.91,31381.92
Dell,Workstation,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,16.0,0,256,Nvidia,Windows 10,2.17,105228.0
HP,Workstation,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.9,8.0,0,512,Intel,Windows 10,2.31,81731.52
Lenovo,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.65,71661.59999999999
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,1000,128,AMD,Windows 10,2.36,52161.12
Dell,2 in 1 Convertible,11.6,1,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.6,4.0,500,0,Intel,Windows 10,1.47,25521.12
Dell,Notebook,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.7,8.0,1000,0,Nvidia,Windows 10,4.42,109010.88
Microsoft,Ultrabook,13.5,1,0,2256.0,1504.0,200.84255993695703,Other Intel Processor,2.2,4.0,0,128,Intel,Windows 10 S,1.252,52693.92
Microsoft,Ultrabook,13.5,1,0,2256.0,1504.0,200.84255993695703,Intel Core i7,2.5,8.0,0,256,Intel,Windows 10 S,1.25,95850.72
HP,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i3,2.0,8.0,0,256,Intel,Windows 10,2.5,34093.872
Acer,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,1000,0,Nvidia,Windows 10,2.23,28984.32
Acer,Netbook,11.6,0,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.6,4.0,0,128,Intel,Windows 10,1.4,23176.8
Asus,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,Intel,Windows 10,2.37,39906.72
Lenovo,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,8.0,0,512,AMD,No OS,1.5,42570.72
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.9,8.0,0,256,Nvidia,Windows 10,2.67,111355.2
Asus,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.1,4.0,500,0,Intel,Windows 10,2.0,16197.12
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,500,0,Nvidia,Windows 10,2.2,24988.32
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,2000,0,AMD,Windows 10,2.02,40439.52
HP,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,12.0,1000,0,Nvidia,Windows 10,3.78,90522.72
Lenovo,Ultrabook,14.0,0,1,2560.0,1440.0,209.8006828649808,Intel Core i7,2.6,12.0,0,256,Intel,Windows 10,1.4,98994.24
HP,2 in 1 Convertible,13.3,1,1,3840.0,2160.0,331.2642361026012,Intel Core i7,1.8,8.0,0,512,Intel,Windows 10,1.29,106506.72
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,500,0,AMD,Windows 10,1.9,61485.12
Google,Ultrabook,12.3,1,0,2400.0,1600.0,234.50740003017813,Intel Core i5,1.2,8.0,0,128,Intel,Chrome OS,1.1,67932.0
Dell,Ultrabook,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,1.42,98133.768
Asus,Notebook,15.6,0,1,3840.0,2160.0,282.42399616439724,Intel Core i7,2.6,12.0,1000,128,Intel,Windows 10,2.06,69210.72
Dell,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Intel Core i3,2.3,8.0,0,128,Intel,Windows 10,1.79,39427.2
Dell,Workstation,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,256,Nvidia,Windows 10,1.78,128298.24
Lenovo,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,180,Intel,Windows 10,1.7,72673.92
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,1000,0,AMD,Windows 10,2.2,35964.0
Toshiba,Notebook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.05,89084.16
Dell,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,0,512,Nvidia,Windows 10,2.16,67239.36
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.4,4.0,1000,0,Intel,Windows 10,2.18,31254.048
HP,Notebook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i5,1.6,4.0,0,128,Intel,Windows 10,1.49,38681.28
Chuwi,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Other Intel Processor,1.44,4.0,0,0,Intel,Windows 10,1.89,13261.392000000002
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,0,128,Intel,Windows 10,2.3,30103.2
Lenovo,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,1.75,55890.72
Dell,Workstation,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,16.0,0,512,Nvidia,Windows 10,2.17,124568.64
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,0,512,Nvidia,Windows 10,2.06,101178.72
Lenovo,Ultrabook,12.5,0,1,1920.0,1080.0,176.23257360658386,Intel Core i7,2.7,16.0,0,512,Intel,Windows 10,1.36,95797.44
Asus,Ultrabook,12.5,0,0,1920.0,1080.0,176.23257360658386,Intel Core i7,2.7,16.0,0,512,Intel,Windows 10,0.91,103896.0
Lenovo,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,2.3,53918.82719999999
Toshiba,Ultrabook,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i7,2.7,32.0,0,512,Intel,Windows 10,1.05,149130.72
Asus,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,1.99,71928.0
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,AMD Processor,2.5,8.0,1000,0,AMD,Windows 10,2.2,30849.12
Asus,Gaming,17.3,1,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.6,24.0,1000,256,Nvidia,Windows 10,4.33,67612.31999999999
Lenovo,Ultrabook,12.5,0,1,1366.0,768.0,125.36742798669837,Intel Core i5,2.3,8.0,0,180,Intel,Windows 10,1.3,58554.72
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,0,256,Intel,Windows 10,2.17,47893.39199999999
HP,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.8,8.0,0,1000,Intel,Windows 10,1.48,93186.72
Lenovo,Notebook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i3,2.4,8.0,0,256,Intel,Windows 10,1.4,50562.72
Lenovo,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,2.3,48538.08
Asus,Netbook,11.6,0,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.1,4.0,0,0,Intel,Windows 10 S,1.2,18115.2
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,0,256,AMD,Windows 10,1.91,32979.7872
Lenovo,2 in 1 Convertible,13.9,1,1,1920.0,1080.0,158.48253022174808,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,1.4,85194.72
Lenovo,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,1.1,4.0,500,0,Intel,Windows 10,2.1,15930.72
Lenovo,Netbook,11.6,0,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.6,4.0,0,16,Intel,Chrome OS,1.25,14119.2
Lenovo,Notebook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.44,50562.72
Asus,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,1000,256,Intel,Windows 10,2.0,65214.72
Acer,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,4.0,1000,0,Nvidia,Windows 10,2.2,32660.64
HP,Ultrabook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i7,2.7,8.0,0,512,Intel,Windows 10,1.34,70489.44
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,256,Nvidia,No OS,2.4,61218.72
Dell,Ultrabook,13.3,1,1,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,128,Intel,Windows 10,1.29,47898.72
Acer,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,4.0,500,0,Nvidia,Windows 10,2.2,34045.92
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,Intel,Windows 10,2.18,44542.08
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,16.0,2000,256,AMD,Windows 10,2.2,64961.10719999999
Xiaomi,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,16.0,0,256,Nvidia,No OS,1.95,74589.336
Asus,Netbook,11.6,0,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.1,2.0,0,0,Intel,Windows 10,1.1,13053.6
HP,Notebook,15.6,1,0,1366.0,768.0,100.45466986113651,Intel Core i5,1.6,4.0,1000,0,Intel,Windows 10,2.04,27783.9216
Asus,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,24.0,0,512,Nvidia,Windows 10,2.24,158135.04
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,2.04,47365.92
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,3.0,80133.12
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,256,Nvidia,Windows 10,3.2,74538.72
HP,Ultrabook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.32,74538.72
Dell,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.6,8.0,0,256,Intel,Windows 10,1.64,68184.0144
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,0,128,Intel,Windows 10,1.63,36709.92
Dell,Notebook,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i5,1.6,8.0,1000,128,AMD,Linux,2.8,47365.92
Lenovo,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.3,8.0,0,256,Intel,Windows 7,2.02,71395.2
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,4.0,1000,0,Nvidia,Windows 10,2.2,42570.72
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,8.0,2000,0,Nvidia,No OS,2.2,24455.52
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,4.0,500,0,AMD,Windows 10,2.3,31168.8
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.8,8.0,0,256,Intel,Windows 10,1.9,73366.56
Dell,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,128,Nvidia,Windows 10,4.42,160520.3856
Toshiba,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,500,0,Intel,Windows 10,2.0,45820.8
Asus,Notebook,15.6,0,1,3840.0,2160.0,282.42399616439724,Intel Core i7,2.7,8.0,1000,256,Nvidia,Windows 10,2.0,69210.72
Mediacom,Notebook,13.3,0,1,1920.0,1080.0,165.6321180513006,Other Intel Processor,1.1,4.0,0,32,Intel,Windows 10,1.2,19660.32
Asus,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,128,Nvidia,Windows 10,2.3,87858.72
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,256,Nvidia,Windows 10,1.93,72940.31999999999
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,0,256,AMD,Windows 10,2.2,42486.0048
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Other Intel Processor,1.6,4.0,0,256,Intel,Windows 10,1.86,21258.1872
