,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
857,51,0,3,36,6,2,2,1936.0,0,1936.0,0.705,4072,72,0.756,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
858,50,1,1,45,5,2,2,33951.0,0,33951.0,0.822,1567,44,0.467,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
859,56,0,3,41,3,2,3,4169.0,1549,2620.0,0.768,4519,82,0.708,0.372,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
860,46,0,2,31,5,2,0,2330.0,1584,746.0,0.78,3917,71,0.651,0.68,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
861,47,1,3,43,1,3,3,2781.0,1950,831.0,0.98,9331,93,0.5,0.701,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
862,51,0,2,40,6,3,4,8930.0,2517,6413.0,0.661,2167,38,0.357,0.282,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
863,47,1,4,39,4,3,4,17504.0,476,17028.0,0.892,10468,66,0.737,0.027,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
864,44,0,2,35,2,3,4,4196.0,561,3635.0,0.741,2558,38,0.652,0.134,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
865,53,1,3,36,3,3,3,9355.0,715,8640.0,0.422,1138,38,0.727,0.076,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
866,39,0,3,36,4,3,4,1438.3,0,1438.3,1.022,4548,69,0.917,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
867,37,1,4,27,6,3,2,1438.3,759,679.3,0.858,4446,86,0.72,0.528,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
868,49,1,1,43,6,3,4,22036.0,1560,20476.0,0.555,2139,48,0.714,0.071,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
869,42,1,3,36,5,3,3,15088.0,865,14223.0,0.939,1107,21,1.625,0.057,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
870,49,0,2,36,4,3,2,5099.0,1178,3921.0,0.912,3819,82,0.864,0.231,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
871,44,0,4,40,6,5,3,1572.0,874,698.0,0.947,4996,80,0.739,0.556,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
872,38,1,2,36,4,3,4,9515.0,0,9515.0,0.79,4642,61,0.605,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
873,49,0,5,36,4,2,3,2598.0,1848,750.0,0.547,4396,78,0.814,0.711,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
874,36,0,1,36,6,1,3,2611.0,537,2074.0,0.848,5121,83,0.804,0.206,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
875,38,1,1,18,1,1,2,9664.0,1983,7681.0,0.873,7995,56,0.806,0.205,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
876,50,1,2,43,3,2,1,34516.0,1156,33360.0,0.633,3974,65,0.585,0.033,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
877,42,0,4,36,2,1,1,2676.0,1962,714.0,0.668,5020,75,0.786,0.733,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
878,55,1,1,42,4,2,3,34516.0,1478,33038.0,0.967,1308,41,0.414,0.043,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
879,60,1,0,53,5,3,2,2402.0,1728,674.0,0.652,1650,53,0.606,0.719,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
880,34,0,4,26,5,5,3,3038.0,1539,1499.0,0.707,2189,54,0.688,0.507,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
881,38,0,3,36,6,1,3,3509.0,1819,1690.0,0.894,4712,84,0.909,0.518,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
882,53,0,1,36,1,3,3,1665.0,964,701.0,1.049,4881,75,0.923,0.579,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
883,49,0,2,37,5,1,4,2934.0,2381,553.0,0.762,3396,64,0.778,0.812,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
884,41,0,3,36,6,6,4,2873.0,1247,1626.0,0.889,3943,80,0.702,0.434,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
885,40,1,4,36,2,2,2,17606.0,1377,16229.0,0.861,8104,83,0.627,0.078,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
886,42,0,4,36,2,3,3,15433.0,0,15433.0,0.865,966,22,1.2,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
887,37,1,2,30,4,1,2,2218.0,1266,952.0,0.709,1941,58,0.568,0.571,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
888,40,0,5,31,4,2,2,2813.0,2208,605.0,0.877,4491,68,0.744,0.785,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
889,57,1,3,36,2,2,1,17268.0,1197,16071.0,0.637,4077,90,0.698,0.069,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
890,38,0,2,36,6,2,3,2331.0,1709,622.0,0.851,4417,69,0.816,0.733,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
891,58,0,1,53,3,3,1,6960.0,1536,5424.0,0.437,3112,79,0.549,0.221,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
892,51,0,2,47,2,2,1,5118.0,980,4138.0,0.786,14593,109,0.627,0.191,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
893,50,1,1,45,5,3,3,2151.0,1163,988.0,0.849,2513,62,0.59,0.541,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
894,53,0,1,48,5,3,3,2036.0,1716,320.0,0.69,4161,75,0.744,0.843,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
895,55,1,2,47,2,3,1,16258.0,865,15393.0,0.623,3761,58,0.657,0.053,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
896,47,0,3,31,3,3,2,34516.0,2517,31999.0,0.618,2691,42,0.5,0.073,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
897,34,0,2,13,6,2,2,1798.0,833,965.0,0.882,4551,84,0.787,0.463,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
898,52,0,3,47,4,4,2,2577.0,879,1698.0,0.74,5021,75,0.744,0.341,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
899,60,0,0,49,3,1,2,3955.0,2000,1955.0,0.425,1560,43,0.483,0.506,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
900,54,0,0,38,2,2,2,34516.0,0,34516.0,0.695,3901,54,0.421,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
901,46,0,3,36,6,3,2,13387.0,0,13387.0,0.746,3706,81,0.62,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
902,39,0,5,36,3,3,3,3664.0,0,3664.0,0.419,1479,44,0.913,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
903,48,0,4,36,6,1,4,2464.0,1867,597.0,0.6,1219,35,1.333,0.758,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
904,47,0,2,40,4,3,3,1789.0,1088,701.0,0.683,4191,90,0.525,0.608,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
905,30,1,1,36,6,1,2,11371.0,1015,10356.0,1.483,2768,68,0.889,0.089,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
906,56,1,2,36,4,2,3,23510.0,1049,22461.0,0.438,1661,35,0.296,0.045,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
907,37,1,2,26,4,1,2,3664.0,1449,2215.0,0.712,4413,65,0.548,0.395,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
908,44,1,4,36,4,3,3,34516.0,0,34516.0,1.043,5425,60,0.875,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
909,56,1,3,47,6,3,3,10230.0,1082,9148.0,0.658,1484,34,0.545,0.106,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
910,44,0,1,35,6,2,2,6849.0,0,6849.0,0.736,3770,82,0.864,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
911,50,0,0,36,3,2,1,2242.0,888,1354.0,0.661,4708,81,0.558,0.396,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
912,52,1,0,36,3,3,2,22720.0,793,21927.0,0.685,1102,27,0.286,0.035,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
913,41,1,4,36,4,2,2,8013.0,2025,5988.0,0.789,1481,45,0.452,0.253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
914,56,0,1,36,3,1,1,3422.0,2517,905.0,0.914,4922,84,0.68,0.736,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
915,48,0,5,40,3,3,3,1438.3,665,773.3,0.75,4100,84,0.615,0.462,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
916,42,0,2,29,6,2,3,3347.0,2240,1107.0,0.898,5533,85,0.735,0.669,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
917,54,0,3,49,5,3,2,5335.0,1373,3962.0,0.558,1435,29,0.611,0.257,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
918,46,0,3,36,4,2,3,34516.0,154,34362.0,0.602,1987,46,0.586,0.004,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
919,51,0,4,43,6,1,2,2066.0,1077,989.0,0.715,4678,91,0.655,0.521,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
920,37,1,3,30,6,1,3,5924.0,1023,4901.0,0.765,3305,80,0.778,0.173,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
921,51,0,2,46,1,6,3,7744.0,1893,5851.0,0.813,16059,124,0.722,0.244,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
922,55,0,1,48,3,5,3,2114.0,546,1568.0,0.619,2578,42,0.75,0.258,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
923,35,1,3,28,4,2,2,11521.0,1147,10374.0,1.023,2260,68,1.125,0.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
924,56,0,2,48,6,1,2,4930.0,2259,2671.0,1.134,2194,53,0.606,0.458,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
925,57,1,3,38,4,3,1,12663.0,1028,11635.0,0.791,3297,54,0.688,0.081,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
926,40,1,4,27,5,3,0,1438.3,860,578.3,0.79,4655,82,0.864,0.598,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
927,55,0,3,36,4,1,3,2069.0,1028,1041.0,0.648,4414,82,0.783,0.497,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
928,37,0,1,31,5,2,2,2417.0,1929,488.0,0.886,1773,42,0.556,0.798,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
929,31,0,1,13,2,2,3,3533.0,1206,2327.0,0.859,16339,120,0.579,0.341,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
930,44,0,3,36,5,3,3,4307.0,0,4307.0,0.745,1628,37,0.542,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
931,58,1,4,36,6,2,4,5967.0,2350,3617.0,0.543,1426,29,0.812,0.394,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
932,33,1,2,20,2,1,4,34516.0,0,34516.0,1.004,9338,73,0.622,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
933,30,1,2,36,1,3,3,4192.0,1734,2458.0,0.753,13345,106,0.893,0.414,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
934,63,1,1,56,2,1,2,2619.0,1779,840.0,1.259,1450,37,0.947,0.679,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
935,47,1,3,27,6,3,3,34516.0,2315,32201.0,0.599,1805,46,0.704,0.067,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
936,54,0,3,47,2,3,1,6146.0,2210,3936.0,0.905,12956,97,0.796,0.36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
937,45,0,5,32,3,3,3,5999.0,658,5341.0,0.638,4283,69,0.605,0.11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
938,40,1,3,27,3,2,1,6813.0,2332,4481.0,0.58,2634,51,0.378,0.342,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
939,45,0,4,32,3,3,4,2858.0,0,2858.0,1.058,2611,43,0.483,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
940,47,0,5,42,3,5,1,2838.0,2517,321.0,0.625,3493,65,0.711,0.887,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
941,49,1,3,43,5,3,3,4781.0,0,4781.0,0.788,2451,50,0.667,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
942,50,1,2,44,3,3,0,4589.0,0,4589.0,0.845,1590,37,0.37,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
943,47,1,3,36,3,1,2,7421.0,0,7421.0,0.708,4353,75,0.786,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
944,32,1,3,36,1,1,1,3223.0,1413,1810.0,1.009,13648,103,0.635,0.438,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
945,57,1,1,45,1,6,1,15030.0,1395,13635.0,0.625,7603,81,0.588,0.093,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
946,43,0,4,32,6,3,4,4341.0,0,4341.0,0.613,3825,63,0.537,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
947,60,1,1,55,5,1,4,2661.0,1466,1195.0,0.631,1354,25,0.316,0.551,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
948,55,0,3,42,3,3,2,2873.0,2455,418.0,1.0,4563,72,0.756,0.855,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
949,43,1,4,35,3,3,2,4177.0,2094,2083.0,0.466,3553,66,0.65,0.501,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
950,50,0,2,43,3,3,2,1438.3,910,528.3,0.66,2370,44,0.467,0.633,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
951,53,1,2,48,2,1,2,15594.0,1590,14004.0,0.679,13016,118,0.616,0.102,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
952,57,0,4,48,4,2,1,2576.0,1678,898.0,0.771,3913,86,0.72,0.651,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
953,51,1,1,41,3,4,3,1438.3,0,1438.3,0.623,4312,81,0.723,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
954,37,1,3,36,3,1,5,8418.0,2051,6367.0,0.847,2879,63,0.703,0.244,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
955,38,0,3,36,1,2,3,3297.0,1554,1743.0,0.605,4636,86,0.72,0.471,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
956,53,1,2,36,5,1,3,11023.0,0,11023.0,0.539,1656,41,0.367,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
957,30,1,1,36,6,2,4,5061.0,0,5061.0,0.911,1309,38,0.462,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
958,44,1,3,35,3,4,1,27391.0,587,26804.0,0.821,2862,56,1.24,0.021,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
959,48,1,3,38,6,1,0,5649.0,748,4901.0,1.077,4683,72,0.946,0.132,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
960,52,1,0,48,4,5,5,13114.0,2247,10867.0,1.003,2474,51,0.417,0.171,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
961,57,0,3,46,2,2,2,2791.0,1550,1241.0,0.672,5440,83,0.66,0.555,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
962,47,1,3,32,2,1,1,11671.0,1304,10367.0,0.491,4168,71,0.868,0.112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
963,39,0,1,22,3,1,2,3214.0,2257,957.0,1.279,2516,42,0.75,0.702,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
964,37,0,3,29,4,4,2,7038.0,1801,5237.0,0.751,2339,57,0.966,0.256,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
965,27,1,0,14,4,1,4,3823.0,2130,1693.0,0.371,2026,49,0.441,0.557,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
966,45,0,3,34,6,1,3,2647.0,1288,1359.0,0.765,4730,78,0.857,0.487,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
967,41,0,1,32,6,3,3,2225.0,0,2225.0,1.06,4917,84,0.75,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
968,50,0,3,39,6,1,3,9966.0,0,9966.0,0.966,4401,60,1.069,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
969,47,0,3,36,4,3,1,14057.0,1381,12676.0,1.039,4729,54,0.742,0.098,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
970,57,0,0,45,3,2,2,2278.0,845,1433.0,1.328,2307,45,0.8,0.371,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
971,43,1,2,31,2,3,1,13381.0,1845,11536.0,0.883,14532,116,0.871,0.138,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
972,47,1,2,36,3,3,2,12510.0,1871,10639.0,0.748,14018,128,0.778,0.15,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
973,53,1,2,39,3,2,3,13091.0,985,12106.0,0.322,1452,37,0.276,0.075,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
974,40,0,2,29,5,3,3,13126.0,0,13126.0,0.725,4496,61,0.848,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
975,42,1,5,27,1,3,1,2437.0,1718,719.0,0.608,8028,77,0.54,0.705,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
976,57,1,2,39,3,4,3,3451.0,0,3451.0,0.744,3031,57,0.676,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
977,44,1,3,25,5,2,3,25256.0,966,24290.0,0.488,2048,40,0.333,0.038,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
978,40,1,2,36,5,2,4,8624.0,0,8624.0,0.574,2428,53,0.893,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
979,43,1,3,36,1,3,3,8663.0,288,8375.0,0.639,916,33,0.32,0.033,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
980,59,0,0,36,4,3,1,10457.0,2148,8309.0,0.737,4649,74,0.947,0.205,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
981,35,1,3,24,4,1,2,23561.0,864,22697.0,1.373,2447,64,1.0,0.037,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
982,50,1,0,30,3,4,2,4252.0,0,4252.0,0.478,1598,45,0.324,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
983,62,0,0,45,2,2,3,10503.0,0,10503.0,0.886,4755,88,0.725,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
984,47,0,4,36,6,1,4,2178.0,1455,723.0,1.001,5363,76,0.81,0.668,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
985,52,0,5,36,3,1,3,3167.0,1387,1780.0,0.899,4587,76,0.551,0.438,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
986,51,0,1,36,4,4,2,1737.0,1145,592.0,0.809,1954,42,1.333,0.659,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
987,36,1,2,22,5,3,3,4511.0,754,3757.0,0.905,2597,71,0.919,0.167,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
988,46,1,4,36,2,1,1,2171.0,1043,1128.0,0.7,4531,88,0.833,0.48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
989,49,0,2,41,5,3,2,2555.0,1815,740.0,0.847,4552,75,0.829,0.71,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
990,52,0,0,37,6,2,2,7608.0,2373,5235.0,0.95,4921,81,0.62,0.312,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
991,47,1,2,36,6,1,3,3888.0,1663,2225.0,0.664,1145,37,0.423,0.428,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
992,45,0,2,33,6,3,3,3855.0,1188,2667.0,0.927,3885,83,0.627,0.308,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
993,59,0,1,46,5,3,3,1944.0,1346,598.0,1.052,1960,57,0.727,0.692,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
994,56,0,3,44,4,3,2,1667.0,595,1072.0,0.63,2424,40,0.481,0.357,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
995,44,0,4,37,3,3,3,7632.0,0,7632.0,0.557,4498,86,0.623,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
996,42,0,3,22,4,1,4,1438.3,860,578.3,0.761,4754,79,0.837,0.598,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
997,35,1,2,29,5,1,2,3300.0,1731,1569.0,0.689,1745,27,0.929,0.525,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
998,51,0,2,32,1,3,2,15048.0,2517,12531.0,0.666,7592,96,0.524,0.167,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
999,41,0,3,29,4,2,3,1966.0,1452,514.0,0.621,4666,74,0.682,0.739,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1000,43,0,4,36,3,2,2,1438.3,743,695.3,0.624,4484,78,0.625,0.517,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1001,61,0,1,50,4,4,1,6673.0,2458,4215.0,0.625,4141,82,0.547,0.368,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1002,41,1,4,32,4,2,4,16509.0,425,16084.0,0.356,1740,43,0.387,0.026,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1003,59,0,1,36,3,2,3,6335.0,1128,5207.0,0.397,1217,20,0.667,0.178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1004,41,1,4,28,3,2,3,34516.0,825,33691.0,0.616,2022,52,0.733,0.024,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1005,43,0,3,36,4,2,1,6971.0,1506,5465.0,0.57,3575,67,0.675,0.216,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1006,37,1,2,25,3,2,2,25187.0,2209,22978.0,0.799,16606,96,0.778,0.088,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1007,56,1,3,45,5,2,2,4531.0,0,4531.0,0.491,1425,27,1.077,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1008,45,1,4,38,4,3,3,1862.0,845,1017.0,0.604,3520,68,0.889,0.454,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1009,33,0,3,22,2,3,2,1438.3,0,1438.3,0.761,4528,86,0.686,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1010,46,1,3,37,5,3,4,6457.0,0,6457.0,0.531,4487,73,0.431,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1011,60,0,0,50,5,3,2,3426.0,1650,1776.0,0.622,4467,69,1.029,0.482,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
